#EDL	Date	26.3.2019	Local Time	 3:23:35		
Rate (Hz)	Main array								Hub interface
128	element_1	element_2	element_3	element_4	element_5	element_6	element_7	element_8	element_1
Time	Gauge	Gauge	Gauge	Gauge	Gauge	Gauge	Gauge	Gauge	Digital Outputs
s	m	m	m	m	m	m	m	m	
02:52:09.180	0.00488002	-0.00573975	0.00683690	-0.01195119	0.01134799	-0.01387151	-0.01041079	0.01400694	0
02:52:09.188	0.00488002	-0.00591234	0.00670726	-0.01204477	0.01138038	-0.01373731	-0.01074097	0.01383357	0
02:52:09.195	0.00488002	-0.00608492	0.00661004	-0.01216955	0.01141278	-0.01364784	-0.01107115	0.01366019	0
02:52:09.203	0.00481229	-0.00631503	0.00654522	-0.01229432	0.01144518	-0.01353601	-0.01140133	0.01348682	0
02:52:09.211	0.00476714	-0.00648761	0.00641559	-0.01235671	0.01147758	-0.01337943	-0.01169266	0.01331344	0
02:52:09.219	0.00469941	-0.00668895	0.00638318	-0.01241910	0.01150998	-0.01324523	-0.01200342	0.01304100	0
02:52:09.227	0.00463167	-0.00686153	0.00625355	-0.01257506	0.01154238	-0.01306628	-0.01227533	0.01276855	0
02:52:09.234	0.00458652	-0.00712039	0.00618873	-0.01260626	0.01154238	-0.01290970	-0.01254724	0.01257041	0
02:52:09.242	0.00447363	-0.00729296	0.00612392	-0.01273103	0.01154238	-0.01268601	-0.01274147	0.01222366	0
02:52:09.250	0.00436075	-0.00749430	0.00605910	-0.01276222	0.01147758	-0.01252943	-0.01299396	0.01190168	0
02:52:09.258	0.00422528	-0.00772439	0.00592947	-0.01282461	0.01144518	-0.01232810	-0.01322702	0.01157970	0
02:52:09.266	0.00408982	-0.00795448	0.00586466	-0.01285580	0.01144518	-0.01210440	-0.01342125	0.01123295	0
02:52:09.273	0.00395436	-0.00812704	0.00579985	-0.01291819	0.01134799	-0.01188069	-0.01361547	0.01086144	0
02:52:09.281	0.00379632	-0.00835713	0.00570263	-0.01291819	0.01121839	-0.01161224	-0.01379027	0.01044038	0
02:52:09.289	0.00361570	-0.00855845	0.00563781	-0.01294938	0.01112120	-0.01138852	-0.01396507	0.01004410	0
02:52:09.297	0.00341251	-0.00878853	0.00554059	-0.01294938	0.01099161	-0.01114243	-0.01410103	0.00964782	0
02:52:09.305	0.00325447	-0.00898985	0.00547578	-0.01288699	0.01082962	-0.01087396	-0.01425640	0.00917723	0
02:52:09.313	0.00300612	-0.00916240	0.00531375	-0.01288699	0.01066764	-0.01060548	-0.01439236	0.00873141	0
02:52:09.320	0.00278035	-0.00936372	0.00518413	-0.01282461	0.01044086	-0.01029225	-0.01447005	0.00831036	0
02:52:09.328	0.00259973	-0.00953627	0.00511932	-0.01276222	0.01018169	-0.01002375	-0.01456716	0.00783977	0
02:52:09.336	0.00235138	-0.00970882	0.00495729	-0.01269984	0.00995492	-0.00973288	-0.01466427	0.00731965	0
02:52:09.344	0.00210303	-0.00993889	0.00486007	-0.01257506	0.00969576	-0.00944199	-0.01476138	0.00684906	0
02:52:09.352	0.00178695	-0.01008268	0.00469805	-0.01251268	0.00937181	-0.00917348	-0.01481965	0.00627940	0
02:52:09.359	0.00153860	-0.01019771	0.00456843	-0.01235671	0.00908026	-0.00886020	-0.01487792	0.00580881	0
02:52:09.367	0.00119994	-0.01034150	0.00443881	-0.01223193	0.00875633	-0.00854691	-0.01487792	0.00526392	0
02:52:09.375	0.00092902	-0.01045653	0.00427679	-0.01210716	0.00843240	-0.00825600	-0.01493618	0.00474380	0
02:52:09.383	0.00068067	-0.01060031	0.00411477	-0.01198238	0.00804369	-0.00794269	-0.01493618	0.00417414	0
02:52:09.391	0.00034201	-0.01065783	0.00401756	-0.01179521	0.00775216	-0.00760700	-0.01493618	0.00362925	0
02:52:09.398	0.00007108	-0.01074410	0.00382314	-0.01170163	0.00742825	-0.00731606	-0.01491676	0.00308436	0
02:52:09.406	-0.00024500	-0.01080161	0.00366113	-0.01148327	0.00700718	-0.00695796	-0.01491676	0.00251470	0
02:52:09.414	-0.00053850	-0.01085913	0.00349911	-0.01132729	0.00674806	-0.00668939	-0.01485849	0.00194504	0
02:52:09.422	-0.00085458	-0.01088788	0.00327230	-0.01107773	0.00635939	-0.00637604	-0.01478081	0.00137538	0
02:52:09.430	-0.00119324	-0.01088788	0.00311029	-0.01095295	0.00606790	-0.00606268	-0.01474196	0.00080573	0
02:52:09.438	-0.00146417	-0.01091664	0.00291588	-0.01073457	0.00574402	-0.00574931	-0.01464485	0.00023607	0
02:52:09.445	-0.00175767	-0.01083037	0.00272147	-0.01051620	0.00545253	-0.00541354	-0.01454774	-0.00030882	0
02:52:09.453	-0.00205117	-0.01080161	0.00249466	-0.01026663	0.00516105	-0.00510016	-0.01445063	-0.00090325	0
02:52:09.461	-0.00232210	-0.01074410	0.00226786	-0.01004825	0.00480481	-0.00476437	-0.01429525	-0.00147291	0
02:52:09.469	-0.00261560	-0.01065783	0.00204106	-0.00979867	0.00444857	-0.00447335	-0.01415929	-0.00201780	0
02:52:09.477	-0.00288653	-0.01057156	0.00181427	-0.00951789	0.00412472	-0.00413755	-0.01402334	-0.00256269	0
02:52:09.484	-0.00313488	-0.01037026	0.00155507	-0.00926830	0.00380088	-0.00382412	-0.01382911	-0.00315712	0
02:52:09.492	-0.00340580	-0.01028398	0.00129588	-0.00901871	0.00347704	-0.00351069	-0.01367374	-0.00370201	0
02:52:09.500	-0.00365415	-0.01011144	0.00106910	-0.00873792	0.00308845	-0.00319724	-0.01346009	-0.00427166	0
02:52:09.508	-0.00390250	-0.00993889	0.00077752	-0.00839473	0.00273225	-0.00288379	-0.01326587	-0.00476702	0
02:52:09.516	-0.00417343	-0.00979510	0.00051834	-0.00811393	0.00234367	-0.00257033	-0.01305222	-0.00531191	0
02:52:09.523	-0.00437662	-0.00956503	0.00029157	-0.00780192	0.00198748	-0.00221207	-0.01279973	-0.00583203	0
02:52:09.531	-0.00457982	-0.00933496	-0.00000000	-0.00748991	0.00153416	-0.00192098	-0.01254724	-0.00632739	0
02:52:09.539	-0.00480559	-0.00916240	-0.00022677	-0.00711550	0.00111323	-0.00160749	-0.01229475	-0.00684751	0
02:52:09.547	-0.00503136	-0.00887481	-0.00051833	-0.00677227	0.00069232	-0.00127160	-0.01202284	-0.00734287	0
02:52:09.555	-0.00521198	-0.00867349	-0.00074509	-0.00642905	0.00020665	-0.00098048	-0.01175093	-0.00783822	0
02:52:09.563	-0.00537002	-0.00838589	-0.00097185	-0.00605461	-0.00024662	-0.00066696	-0.01147902	-0.00830881	0
02:52:09.570	-0.00550548	-0.00809828	-0.00123100	-0.00571137	-0.00073225	-0.00037583	-0.01116826	-0.00882893	0
02:52:09.578	-0.00568610	-0.00783943	-0.00149015	-0.00536812	-0.00121787	-0.00008468	-0.01085751	-0.00929952	0
02:52:09.586	-0.00579899	-0.00749430	-0.00165211	-0.00493126	-0.00176822	0.00022886	-0.01054675	-0.00974534	0
02:52:09.594	-0.00591187	-0.00717791	-0.00187886	-0.00455679	-0.00222144	0.00052002	-0.01025542	-0.01021593	0
02:52:09.602	-0.00597960	-0.00680400	-0.00207321	-0.00415111	-0.00270702	0.00078879	-0.00988639	-0.01063698	0
02:52:09.609	-0.00600218	-0.00648761	-0.00223517	-0.00374543	-0.00319258	0.00105756	-0.00959506	-0.01105803	0
02:52:09.617	-0.00606991	-0.00611369	-0.00249430	-0.00330852	-0.00367813	0.00134874	-0.00924546	-0.01147908	0
02:52:09.625	-0.00611507	-0.00573975	-0.00262387	-0.00293403	-0.00419604	0.00159513	-0.00889586	-0.01187537	0
02:52:09.633	-0.00613764	-0.00533705	-0.00278582	-0.00246590	-0.00461682	0.00188633	-0.00856568	-0.01232119	0
02:52:09.641	-0.00609249	-0.00496310	-0.00301255	-0.00206018	-0.00506997	0.00213273	-0.00819665	-0.01269270	0
02:52:09.648	-0.00606991	-0.00453162	-0.00317450	-0.00162324	-0.00549073	0.00233434	-0.00782763	-0.01306422	0
02:52:09.656	-0.00602476	-0.00410012	-0.00330406	-0.00115508	-0.00587912	0.00260315	-0.00749745	-0.01341097	0
02:52:09.664	-0.00597960	-0.00369739	-0.00349840	-0.00071812	-0.00629986	0.00282717	-0.00716727	-0.01375772	0
02:52:09.672	-0.00588929	-0.00320834	-0.00366034	-0.00021873	-0.00668823	0.00305119	-0.00677883	-0.01410446	0
02:52:09.680	-0.00579899	-0.00274804	-0.00378990	0.00024946	-0.00704423	0.00325282	-0.00640981	-0.01440168	0
02:52:09.688	-0.00566352	-0.00228774	-0.00398423	0.00071766	-0.00740022	0.00345445	-0.00604078	-0.01467412	0
02:52:09.695	-0.00557321	-0.00182743	-0.00414617	0.00124830	-0.00772384	0.00367848	-0.00565234	-0.01499610	0
02:52:09.703	-0.00546033	-0.00133833	-0.00434050	0.00171653	-0.00814454	0.00381290	-0.00530274	-0.01526855	0
02:52:09.711	-0.00532486	-0.00087800	-0.00450243	0.00218477	-0.00846815	0.00403695	-0.00491429	-0.01554099	0
02:52:09.719	-0.00514425	-0.00036010	-0.00472914	0.00265301	-0.00879175	0.00419378	-0.00454527	-0.01578867	0
02:52:09.727	-0.00500878	0.00012903	-0.00489108	0.00318371	-0.00914770	0.00439543	-0.00417624	-0.01598681	0
02:52:09.734	-0.00485074	0.00061817	-0.00508540	0.00368320	-0.00947129	0.00457467	-0.00376838	-0.01618496	0
02:52:09.742	-0.00469270	0.00113610	-0.00531210	0.00421392	-0.00982723	0.00473151	-0.00339935	-0.01640787	0
02:52:09.750	-0.00448951	0.00159650	-0.00544164	0.00468221	-0.01015081	0.00488835	-0.00301091	-0.01658124	0
02:52:09.758	-0.00430889	0.00211445	-0.00566834	0.00521296	-0.01047437	0.00500039	-0.00262246	-0.01670508	0
02:52:09.766	-0.00412827	0.00254609	-0.00589503	0.00571250	-0.01079794	0.00520205	-0.00225344	-0.01687845	0
02:52:09.773	-0.00394766	0.00303530	-0.00602457	0.00624327	-0.01112149	0.00533649	-0.00184557	-0.01702706	0
02:52:09.781	-0.00372188	0.00346696	-0.00621888	0.00668039	-0.01141269	0.00544853	-0.00151539	-0.01712613	0
02:52:09.789	-0.00351869	0.00398496	-0.00641318	0.00714874	-0.01170388	0.00560538	-0.00108810	-0.01720043	0
02:52:09.797	-0.00333807	0.00435909	-0.00657510	0.00764833	-0.01202742	0.00571742	-0.00075792	-0.01727474	0
02:52:09.805	-0.00311230	0.00479078	-0.00670463	0.00808548	-0.01231860	0.00585187	-0.00036948	-0.01737381	0
02:52:09.813	-0.00295426	0.00525126	-0.00693131	0.00852264	-0.01254507	0.00596391	-0.00000046	-0.01742334	0
02:52:09.820	-0.00272849	0.00565419	-0.00706084	0.00895980	-0.01273918	0.00609837	0.00036857	-0.01742334	0
02:52:09.828	-0.00252529	0.00602834	-0.00722276	0.00939698	-0.01299800	0.00621041	0.00069875	-0.01742334	0
02:52:09.836	-0.00232210	0.00640250	-0.00735228	0.00980294	-0.01315976	0.00632246	0.00104835	-0.01742334	0
02:52:09.844	-0.00209633	0.00674789	-0.00757896	0.01017768	-0.01335386	0.00645691	0.00137853	-0.01739858	0
02:52:09.852	-0.00191571	0.00712207	-0.00774086	0.01052119	-0.01348327	0.00654655	0.00172813	-0.01737381	0
02:52:09.859	-0.00173509	0.00743868	-0.00783801	0.01092718	-0.01358032	0.00665860	0.00205831	-0.01732427	0
02:52:09.867	-0.00153190	0.00775530	-0.00803229	0.01127070	-0.01374207	0.00674824	0.00236906	-0.01727474	0
02:52:09.875	-0.00135128	0.00804315	-0.00819419	0.01158301	-0.01383912	0.00681548	0.00266040	-0.01717567	0
02:52:09.883	-0.00117066	0.00830221	-0.00838848	0.01192655	-0.01390382	0.00688271	0.00295173	-0.01707659	0
02:52:09.891	-0.00099004	0.00850370	-0.00855038	0.01214517	-0.01400087	0.00701717	0.00322364	-0.01692799	0
02:52:09.898	-0.00085458	0.00873398	-0.00871227	0.01242625	-0.01406557	0.00706199	0.00351498	-0.01677938	0
02:52:09.906	-0.00069654	0.00896427	-0.00887417	0.01264488	-0.01409792	0.00712923	0.00376747	-0.01663077	0
02:52:09.914	-0.00056108	0.00916577	-0.00900368	0.01286351	-0.01419497	0.00719646	0.00401996	-0.01645740	0
02:52:09.922	-0.00047077	0.00933849	-0.00913320	0.01308214	-0.01419497	0.00728611	0.00429187	-0.01625926	0
02:52:09.930	-0.00029015	0.00951120	-0.00926271	0.01330077	-0.01419497	0.00730852	0.00450551	-0.01606112	0
02:52:09.938	-0.00022242	0.00962635	-0.00939223	0.01342570	-0.01425967	0.00742057	0.00473858	-0.01581344	0
02:52:09.945	-0.00008696	0.00974150	-0.00948936	0.01351940	-0.01419497	0.00744299	0.00495222	-0.01554099	0
02:52:09.953	-0.00001923	0.00982786	-0.00958649	0.01367557	-0.01422732	0.00751022	0.00518529	-0.01526855	0
02:52:09.961	0.00007108	0.00988543	-0.00968363	0.01373804	-0.01413027	0.00755505	0.00537951	-0.01504564	0
02:52:09.969	0.00013881	0.00997179	-0.00971600	0.01386298	-0.01409792	0.00762228	0.00559316	-0.01474843	0
02:52:09.977	0.00020655	0.00997179	-0.00974838	0.01392544	-0.01406557	0.00764469	0.00574854	-0.01445121	0
02:52:09.984	0.00025170	0.01005816	-0.00978076	0.01398791	-0.01400087	0.00766711	0.00596218	-0.01415400	0
02:52:09.992	0.00034201	0.01002937	-0.00984551	0.01401915	-0.01387147	0.00766711	0.00613698	-0.01380725	0
02:52:10.000	0.00036459	0.01002937	-0.00984551	0.01401915	-0.01380677	0.00766711	0.00629236	-0.01348527	0
02:52:10.008	0.00038716	0.01000058	-0.00987789	0.01408162	-0.01370972	0.00773434	0.00646716	-0.01311375	0
02:52:10.016	0.00038716	0.00994301	-0.00984551	0.01401915	-0.01361267	0.00771193	0.00662254	-0.01274224	0
02:52:10.023	0.00040974	0.00994301	-0.00981314	0.01401915	-0.01351562	0.00773434	0.00675850	-0.01232119	0
02:52:10.031	0.00038716	0.00979907	-0.00978076	0.01398791	-0.01338621	0.00773434	0.00689445	-0.01192490	0
02:52:10.039	0.00038716	0.00968392	-0.00978076	0.01386298	-0.01325681	0.00771193	0.00699156	-0.01155338	0
02:52:10.047	0.00036459	0.00959756	-0.00974838	0.01380051	-0.01312740	0.00766711	0.00712752	-0.01113233	0
02:52:10.055	0.00031943	0.00942484	-0.00971600	0.01376927	-0.01299800	0.00764469	0.00726348	-0.01068651	0
02:52:10.063	0.00029685	0.00930970	-0.00965125	0.01361310	-0.01283624	0.00762228	0.00732174	-0.01026546	0
02:52:10.070	0.00025170	0.00913698	-0.00958649	0.01358187	-0.01267448	0.00757746	0.00741885	-0.00979487	0
02:52:10.078	0.00016139	0.00890670	-0.00955412	0.01339447	-0.01257742	0.00753263	0.00749654	-0.00937382	0
02:52:10.086	0.00011624	0.00870520	-0.00948936	0.01323830	-0.01244801	0.00746540	0.00755481	-0.00892800	0
02:52:10.094	0.00007108	0.00844613	-0.00939223	0.01301967	-0.01228624	0.00739816	0.00765192	-0.00845742	0
02:52:10.102	0.00002593	0.00812950	-0.00932747	0.01280104	-0.01209212	0.00733093	0.00771019	-0.00798683	0
02:52:10.109	-0.00008696	0.00792801	-0.00916558	0.01258241	-0.01193036	0.00726369	0.00772961	-0.00754101	0
02:52:10.117	-0.00013211	0.00761138	-0.00910082	0.01239502	-0.01173623	0.00715164	0.00778788	-0.00704565	0
02:52:10.125	-0.00019984	0.00726598	-0.00897131	0.01208271	-0.01150975	0.00708440	0.00780730	-0.00652553	0
02:52:10.133	-0.00024500	0.00692059	-0.00887417	0.01180162	-0.01128327	0.00701717	0.00784614	-0.00612925	0
02:52:10.141	-0.00029015	0.00657520	-0.00871227	0.01152055	-0.01108914	0.00688271	0.00782672	-0.00560912	0
02:52:10.148	-0.00033531	0.00617225	-0.00855038	0.01120824	-0.01079794	0.00674824	0.00782672	-0.00513854	0
02:52:10.156	-0.00035788	0.00579809	-0.00842086	0.01086472	-0.01060380	0.00663619	0.00784614	-0.00464318	0
02:52:10.164	-0.00040304	0.00539516	-0.00822658	0.01052119	-0.01031259	0.00652414	0.00780730	-0.00412306	0
02:52:10.172	-0.00042562	0.00502102	-0.00809705	0.01014645	-0.01005373	0.00638969	0.00776845	-0.00367724	0
02:52:10.180	-0.00042562	0.00461810	-0.00793515	0.00977171	-0.00976251	0.00623282	0.00774903	-0.00318188	0
02:52:10.188	-0.00047077	0.00424397	-0.00770848	0.00936575	-0.00950365	0.00609837	0.00769077	-0.00268653	0
02:52:10.195	-0.00047077	0.00378352	-0.00757896	0.00899103	-0.00924478	0.00596391	0.00767134	-0.00226548	0
02:52:10.203	-0.00047077	0.00335185	-0.00741705	0.00855386	-0.00895355	0.00582946	0.00767134	-0.00174535	0
02:52:10.211	-0.00044819	0.00292019	-0.00722276	0.00811670	-0.00869467	0.00567261	0.00759365	-0.00125000	0
02:52:10.219	-0.00044819	0.00251732	-0.00702846	0.00771078	-0.00833871	0.00553816	0.00753539	-0.00080418	0
02:52:10.227	-0.00040304	0.00202813	-0.00686655	0.00724241	-0.00811218	0.00533649	0.00747712	-0.00033359	0
02:52:10.234	-0.00033531	0.00162527	-0.00663987	0.00683651	-0.00778857	0.00520205	0.00741885	0.00013700	0
02:52:10.242	-0.00029015	0.00119365	-0.00647795	0.00636816	-0.00752967	0.00500039	0.00732174	0.00058282	0
02:52:10.250	-0.00024500	0.00076204	-0.00628365	0.00593105	-0.00720605	0.00486595	0.00728290	0.00105340	0
02:52:10.258	-0.00015469	0.00038798	-0.00612173	0.00549395	-0.00691478	0.00468670	0.00718579	0.00149922	0
02:52:10.266	-0.00004180	0.00001394	-0.00586265	0.00502563	-0.00662351	0.00450745	0.00712752	0.00196981	0
02:52:10.273	0.00002593	-0.00036010	-0.00566834	0.00458855	-0.00633223	0.00435062	0.00703041	0.00239086	0
02:52:10.281	0.00013881	-0.00073414	-0.00537687	0.00415148	-0.00597622	0.00417138	0.00695272	0.00283668	0
02:52:10.289	0.00022912	-0.00110817	-0.00521494	0.00368320	-0.00568493	0.00396973	0.00685561	0.00328250	0
02:52:10.297	0.00034201	-0.00156850	-0.00498824	0.00324614	-0.00532890	0.00379050	0.00673907	0.00370355	0
02:52:10.305	0.00047747	-0.00194251	-0.00479392	0.00280910	-0.00503760	0.00361127	0.00664196	0.00412461	0
02:52:10.313	0.00056778	-0.00220143	-0.00450243	0.00237206	-0.00471393	0.00343204	0.00652543	0.00454566	0
02:52:10.320	0.00065809	-0.00263297	-0.00427572	0.00187261	-0.00432551	0.00316321	0.00640890	0.00501624	0
02:52:10.328	0.00083871	-0.00297819	-0.00408139	0.00140438	-0.00400183	0.00298399	0.00631178	0.00531346	0
02:52:10.336	0.00095159	-0.00329464	-0.00375751	0.00096737	-0.00358103	0.00278237	0.00617583	0.00578405	0
02:52:10.344	0.00110963	-0.00363985	-0.00356318	0.00049917	-0.00325733	0.00255835	0.00603987	0.00613079	0
02:52:10.352	0.00122252	-0.00395629	-0.00327167	0.00006218	-0.00293362	0.00235674	0.00590392	0.00647754	0
02:52:10.359	0.00135798	-0.00424396	-0.00304494	-0.00040601	-0.00257753	0.00213273	0.00578738	0.00684906	0
02:52:10.367	0.00151602	-0.00456038	-0.00278582	-0.00087418	-0.00222144	0.00190873	0.00563200	0.00722058	0
02:52:10.375	0.00165149	-0.00487681	-0.00249430	-0.00137356	-0.00196246	0.00166233	0.00547663	0.00756732	0
02:52:10.383	0.00180953	-0.00513570	-0.00226756	-0.00174808	-0.00157398	0.00143834	0.00534067	0.00788930	0
02:52:10.391	0.00196757	-0.00539458	-0.00200843	-0.00224744	-0.00128262	0.00123675	0.00518529	0.00818652	0
02:52:10.398	0.00210303	-0.00562470	-0.00171690	-0.00274678	-0.00095888	0.00096797	0.00502991	0.00848373	0
02:52:10.406	0.00226107	-0.00585481	-0.00145775	-0.00312128	-0.00063513	0.00076639	0.00489396	0.00873141	0
02:52:10.414	0.00241911	-0.00608492	-0.00119861	-0.00355818	-0.00031137	0.00052002	0.00471916	0.00902862	0
02:52:10.422	0.00257715	-0.00631503	-0.00093945	-0.00402629	-0.00005236	0.00034084	0.00456378	0.00927630	0
02:52:10.430	0.00275777	-0.00654514	-0.00068030	-0.00446317	0.00027141	0.00007209	0.00438898	0.00949921	0
02:52:10.438	0.00291581	-0.00671772	-0.00042114	-0.00483764	0.00059518	-0.00017427	0.00423360	0.00977165	0
02:52:10.445	0.00305127	-0.00689029	-0.00019437	-0.00527451	0.00085421	-0.00039822	0.00405880	0.00996980	0
02:52:10.453	0.00323189	-0.00706287	0.00003240	-0.00571137	0.00114561	-0.00064457	0.00390342	0.01016794	0
02:52:10.461	0.00336735	-0.00720668	0.00032396	-0.00605461	0.00143702	-0.00086851	0.00372862	0.01036608	0
02:52:10.469	0.00352539	-0.00735049	0.00051834	-0.00642905	0.00169606	-0.00109245	0.00355382	0.01053945	0
02:52:10.477	0.00368343	-0.00743677	0.00071272	-0.00677227	0.00195510	-0.00131638	0.00339844	0.01068806	0
02:52:10.484	0.00379632	-0.00749430	0.00093951	-0.00711550	0.00221414	-0.00156270	0.00320422	0.01081190	0
02:52:10.492	0.00388663	-0.00755182	0.00113389	-0.00748991	0.00247319	-0.00180902	0.00302942	0.01096051	0
02:52:10.500	0.00402209	-0.00763810	0.00132828	-0.00783312	0.00273225	-0.00207772	0.00283520	0.01110911	0
02:52:10.508	0.00411240	-0.00766687	0.00145788	-0.00814513	0.00295892	-0.00230164	0.00267982	0.01120818	0
02:52:10.516	0.00418013	-0.00763810	0.00161987	-0.00848833	0.00325036	-0.00259272	0.00248560	0.01130726	0
02:52:10.523	0.00424786	-0.00766687	0.00174947	-0.00880032	0.00344466	-0.00286140	0.00233022	0.01138156	0
02:52:10.531	0.00429302	-0.00766687	0.00191146	-0.00904991	0.00370373	-0.00315247	0.00213599	0.01145586	0
02:52:10.539	0.00431559	-0.00766687	0.00200866	-0.00939309	0.00393041	-0.00344352	0.00196119	0.01148063	0
02:52:10.547	0.00436075	-0.00763810	0.00213826	-0.00964268	0.00415710	-0.00373457	0.00176697	0.01153016	0
02:52:10.555	0.00433817	-0.00758058	0.00220306	-0.00986106	0.00438380	-0.00404800	0.00157275	0.01153016	0
02:52:10.563	0.00429302	-0.00752306	0.00230026	-0.01017304	0.00461049	-0.00436142	0.00141737	0.01155493	0
02:52:10.570	0.00420271	-0.00746553	0.00236506	-0.01042261	0.00486958	-0.00465244	0.00126199	0.01155493	0
02:52:10.578	0.00413498	-0.00740801	0.00249466	-0.01067218	0.00506389	-0.00496584	0.00104835	0.01153016	0
02:52:10.586	0.00402209	-0.00735049	0.00255947	-0.01092175	0.00525821	-0.00527924	0.00089297	0.01150540	0
02:52:10.594	0.00388663	-0.00726420	0.00262427	-0.01110892	0.00548492	-0.00563739	0.00069875	0.01145586	0
02:52:10.602	0.00370601	-0.00714915	0.00272147	-0.01132729	0.00567924	-0.00592838	0.00054337	0.01135679	0
02:52:10.609	0.00354797	-0.00706287	0.00278627	-0.01154566	0.00584118	-0.00624174	0.00036857	0.01128249	0
02:52:10.617	0.00332220	-0.00694782	0.00281867	-0.01173283	0.00606790	-0.00657748	0.00021319	0.01118342	0
02:52:10.625	0.00309643	-0.00677524	0.00285108	-0.01185760	0.00622984	-0.00691320	0.00001897	0.01115865	0
02:52:10.633	0.00282550	-0.00666019	0.00288348	-0.01207596	0.00642417	-0.00722654	-0.00013641	0.01098527	0
02:52:10.641	0.00253200	-0.00648761	0.00298068	-0.01220074	0.00665089	-0.00753986	-0.00033063	0.01086144	0
02:52:10.648	0.00221592	-0.00634379	0.00298068	-0.01232551	0.00681284	-0.00785318	-0.00048601	0.01071283	0
02:52:10.656	0.00189983	-0.00617121	0.00301308	-0.01248148	0.00694240	-0.00816648	-0.00066081	0.01056422	0
02:52:10.664	0.00153860	-0.00602740	0.00301308	-0.01260626	0.00707196	-0.00845740	-0.00085504	0.01039085	0
02:52:10.672	0.00115479	-0.00591234	0.00304548	-0.01269984	0.00720152	-0.00874831	-0.00102984	0.01021747	0
02:52:10.680	0.00074840	-0.00568223	0.00304548	-0.01276222	0.00739586	-0.00901684	-0.00120464	0.01001933	0
02:52:10.688	0.00031943	-0.00550964	0.00307789	-0.01285580	0.00752543	-0.00933011	-0.00137944	0.00982119	0
02:52:10.695	-0.00008696	-0.00530829	0.00311029	-0.01288699	0.00765499	-0.00959862	-0.00155424	0.00962305	0
02:52:10.703	-0.00053850	-0.00522199	0.00307789	-0.01291819	0.00778455	-0.00984475	-0.00174846	0.00940014	0
02:52:10.711	-0.00099004	-0.00499187	0.00314269	-0.01291819	0.00784934	-0.01011325	-0.00196210	0.00917723	0
02:52:10.719	-0.00150932	-0.00484804	0.00314269	-0.01298057	0.00801130	-0.01033699	-0.00215633	0.00890478	0
02:52:10.727	-0.00196086	-0.00470421	0.00311029	-0.01301176	0.00810847	-0.01058311	-0.00233113	0.00868187	0
02:52:10.734	-0.00245756	-0.00447409	0.00311029	-0.01298057	0.00820565	-0.01080684	-0.00256420	0.00843420	0
02:52:10.742	-0.00297684	-0.00430149	0.00311029	-0.01294938	0.00830283	-0.01105294	-0.00273900	0.00813698	0
02:52:10.750	-0.00345096	-0.00407136	0.00307789	-0.01285580	0.00840000	-0.01125429	-0.00293322	0.00788930	0
02:52:10.758	-0.00401539	-0.00389876	0.00311029	-0.01282461	0.00846479	-0.01145564	-0.00312744	0.00759209	0
02:52:10.766	-0.00451209	-0.00369739	0.00304548	-0.01276222	0.00862675	-0.01165698	-0.00332166	0.00734441	0
02:52:10.773	-0.00509909	-0.00349602	0.00304548	-0.01266864	0.00865915	-0.01183595	-0.00353531	0.00704720	0
02:52:10.781	-0.00559579	-0.00323711	0.00304548	-0.01260626	0.00875633	-0.01201492	-0.00371011	0.00672522	0
02:52:10.789	-0.00613764	-0.00309327	0.00298068	-0.01245029	0.00882111	-0.01219388	-0.00394318	0.00642801	0
02:52:10.797	-0.00665692	-0.00286312	0.00298068	-0.01229432	0.00888590	-0.01239521	-0.00415682	0.00615556	0
02:52:10.805	-0.00722135	-0.00266174	0.00294828	-0.01216955	0.00891829	-0.01252943	-0.00435104	0.00585835	0
02:52:10.813	-0.00776320	-0.00246036	0.00285108	-0.01201358	0.00898308	-0.01268601	-0.00454527	0.00556114	0
02:52:10.820	-0.00832763	-0.00228774	0.00281867	-0.01188880	0.00901547	-0.01284260	-0.00477833	0.00526392	0
02:52:10.828	-0.00880175	-0.00205759	0.00278627	-0.01170163	0.00911265	-0.01297681	-0.00501140	0.00491717	0
02:52:10.836	-0.00936618	-0.00182743	0.00268907	-0.01151446	0.00911265	-0.01308865	-0.00520562	0.00464473	0
02:52:10.844	-0.00986288	-0.00171235	0.00262427	-0.01135849	0.00914505	-0.01320049	-0.00543869	0.00432275	0
02:52:10.852	-0.01038215	-0.00148218	0.00259187	-0.01110892	0.00917744	-0.01333470	-0.00565234	0.00402553	0
02:52:10.859	-0.01090143	-0.00133833	0.00259187	-0.01092175	0.00917744	-0.01342417	-0.00588540	0.00367879	0
02:52:10.867	-0.01133040	-0.00116571	0.00252707	-0.01076577	0.00914505	-0.01349127	-0.00607963	0.00338157	0
02:52:10.875	-0.01180452	-0.00099308	0.00246226	-0.01051620	0.00917744	-0.01358074	-0.00629327	0.00310913	0
02:52:10.883	-0.01225606	-0.00084922	0.00246226	-0.01029782	0.00920984	-0.01364784	-0.00652634	0.00278715	0
02:52:10.891	-0.01268503	-0.00061905	0.00242986	-0.01004825	0.00914505	-0.01371494	-0.00675941	0.00248993	0
02:52:10.898	-0.01309142	-0.00047519	0.00233266	-0.00986106	0.00914505	-0.01378204	-0.00699247	0.00214318	0
02:52:10.906	-0.01349781	-0.00033133	0.00233266	-0.00961148	0.00914505	-0.01378204	-0.00722554	0.00184597	0
